"treatment","cash","accts_amt","stroop_time","income_less20k"
"Before Payday",350,20000,7.77762380242348,1
"After Payday",200,1400,7.88569537798564,0
"After Payday",15,2000,7.42275401949883,0
"Before Payday",100,0,7.55841568112373,1
"After Payday",40,6000,7.45749859015147,0
"Before Payday",200,75000,7.67864250143369,0
"Before Payday",75,2000,7.20094380776087,0
"Before Payday",1,615,7.60296499729156,1
"Before Payday",300,50000,7.43935149908066,0
"After Payday",40,3500,7.51145740350087,1
"After Payday",NA,NA,7.36868979533513,1
"After Payday",100,NA,7.40026874343554,1
"After Payday",10,6500,7.70715099573135,0
"Before Payday",43,125,7.41835474967957,0
"Before Payday",14,300,7.46529786785444,1
"Before Payday",230,7000,7.63412326574326,0
"After Payday",100,35000,5.56395956625541,0
"After Payday",2000,25000,7.51739956935247,0
"After Payday",270,1500,7.5251962741216,0
"After Payday",40,100,7.78160062432289,0
"After Payday",30,2000,7.69374498724937,0
"After Payday",20,150,7.76982407768567,1
"Before Payday",30,750,6.47404545545578,0
"Before Payday",20,125,7.58666116992633,0
"After Payday",40,NA,7.23890819152196,0
"Before Payday",79,845,7.52610609928767,0
"After Payday",21,300,7.73289038737615,0
"After Payday",100,800,7.21453062693278,0
"After Payday",345,90,7.6243084470431,1
"Before Payday",55,58000,7.58901580174764,0
"Before Payday",250,25000,7.61138892173767,0
"After Payday",32,200,7.68383598327637,1
"Before Payday",NA,NA,7.47805213928223,1
"After Payday",450,4300,7.62606172760328,0
"Before Payday",100,1500,7.60775285959244,0
"Before Payday",100,1000,7.93000237147013,0
"Before Payday",0,NA,7.44511994719505,1
"After Payday",20,200,7.551525781552,0
"After Payday",250,3100,7.24698975682259,1
"After Payday",NA,NA,7.79125905036926,0
"After Payday",75,1000,7.54770764708519,0
"After Payday",6,1200,6.35831701258818,1
"After Payday",1500,8000,7.3895734945933,1
"After Payday",50,11000,7.57071117560069,1
"After Payday",NA,NA,8.11715337137381,0
"Before Payday",45,1750,7.54727964599927,0
"After Payday",80,14000,7.44891540209452,0
"After Payday",50,8000,7.55366871754328,0
"Before Payday",2000,400,7.796174655358,0
"Before Payday",150,6500,7.67665109038353,0
"Before Payday",250,2900,7.60757339994113,0
"Before Payday",NA,NA,7.61259159445763,1
"After Payday",56,300,7.47213848431905,0
"Before Payday",22,4,7.85368745525678,1
"Before Payday",NA,NA,7.43638097246488,0
"Before Payday",20,1100,7.73849666118622,0
"After Payday",43,12000,7.64611047506332,0
"Before Payday",80,30000,7.80376216769218,0
"After Payday",160,13000,7.59479074676832,1
"After Payday",130,4000,7.37284397085508,1
"After Payday",NA,NA,7.43999025225639,1
"Before Payday",20,15000,7.70270100235939,0
"Before Payday",20,300,7.36810677250226,0
"Before Payday",0,130,7.35772231221199,0
"After Payday",27,800,8.10678521623003,0
"After Payday",200,1000,7.59493931134542,0
"Before Payday",600,69000,7.19959983229637,1
"After Payday",15,100,7.66104703148206,0
"After Payday",500,25000,7.52521063884099,0
"After Payday",40,3000,7.66539079944293,0
"After Payday",50,500,7.52405003706614,0
"After Payday",100,500,7.59315217534701,0
"Before Payday",40,5000,7.74644591410955,0
"After Payday",40,26000,7.57868188619614,0
"Before Payday",12,1400,7.47919587294261,1
"Before Payday",2,77000,7.76409964760145,0
"After Payday",200,2200,7.65277290344238,1
"Before Payday",1200,12000,7.94934198260307,0
"After Payday",475,6200,7.69491108258565,0
"After Payday",240,240,7.3880415558815,0
"Before Payday",5,500,7.40578377246857,0
"After Payday",NA,NA,7.79142752289772,0
"Before Payday",350,7300,7.43673533201218,1
"Before Payday",12,630,7.58488423625628,1
"Before Payday",150,30000,8.17532723148664,0
"After Payday",1000,1000,7.73952467242877,0
"After Payday",106,5202,7.68804247180621,1
"Before Payday",40,28,7.33787180980047,0
"Before Payday",140,5000,7.56264844536781,0
"Before Payday",5,36,7.63408597310384,0
"Before Payday",10,50,7.66810802618663,1
"After Payday",44,9700,7.24270904064178,0
"Before Payday",30,250,7.50554310282071,0
"After Payday",20,225,7.74551457166672,0
"After Payday",15,2800,7.58561795949936,0
"After Payday",20,450,7.51401406526566,0
"Before Payday",35,227,7.23787061373393,0
"Before Payday",85,200,7.70945930480957,0
"After Payday",16,NA,6.4586499830087,0
"Before Payday",15,600,7.41391564408938,0
"After Payday",200,14739,7.8445999721686,1
"After Payday",200,25000,7.4124295314153,0
"Before Payday",42,5000,7.36961424350739,0
"After Payday",60,2600,7.47030018766721,0
"After Payday",800,6000,7.60706680019697,0
"Before Payday",0,16,7.43861971298854,1
"After Payday",10,10,7.55077876647313,0
"Before Payday",53,5000,7.47084021568298,0
"After Payday",18,1150,7.66406225164731,1
"After Payday",0,1757,7.67046294609706,1
"Before Payday",800,13000,7.42585359017054,1
"Before Payday",NA,NA,7.46259093284607,0
"Before Payday",28,12000,7.4098886748155,1
"After Payday",300,1300,7.58687347173691,0
"After Payday",40,1500,7.29352884491285,0
"Before Payday",NA,NA,7.6363106071949,0
"Before Payday",0,2,7.28298458456993,0
"After Payday",1,1200,7.63348909219106,1
"After Payday",16,4500,7.63450806339582,1
"Before Payday",2,255,7.71888463695844,0
"After Payday",55,11000,7.63337243596713,0
"After Payday",1,100,7.40638465682666,0
"Before Payday",80,2000,7.65710144241651,0
"Before Payday",400,7000,7.51915525396665,0
"Before Payday",1500,35000,7.59513488411903,0
"After Payday",4000,30000,7.5356916586558,0
"After Payday",1000,0,7.78517588973045,1
"After Payday",85,450,7.6162603298823,0
"After Payday",NA,NA,7.85456914901733,0
"Before Payday",50,900,7.29532217979431,0
"After Payday",300,2000,7.74691727757454,0
"Before Payday",10,1000,7.47371208667755,0
"After Payday",5,400,7.43144490321477,1
"After Payday",30,200,7.58095653851827,1
"Before Payday",102,60000,7.39759896198909,1
"After Payday",40,2500,7.53446060419083,0
"After Payday",50,20000,7.53642791509628,0
"Before Payday",30,1000,7.80582531293233,0
"After Payday",35,2100,7.43237386147181,0
"After Payday",8,498,7.51778066158295,0
"Before Payday",5,200,7.78163896004359,1
"Before Payday",500,7000,7.42551177740097,0
"Before Payday",3,2,7.40878998239835,1
"After Payday",7,725,7.73111228148143,1
"After Payday",800,19000,7.28908336162567,1
"Before Payday",20,1000,7.86499499281247,0
"After Payday",100,25000,7.3401690920194,0
"Before Payday",500,105,7.70314146081607,0
"Before Payday",4,250,7.84311450521151,1
"Before Payday",10,50,7.44357093175252,0
"Before Payday",45,0,7.52972269058228,1
"After Payday",22,350,7.80074177185694,1
"After Payday",120,8500,7.42263682683309,0
"Before Payday",12,500,7.38202272852262,0
"Before Payday",35,4500,7.51390484968821,1
"Before Payday",30,55,7.4957704047362,1
"After Payday",60,8500,7.62279411156972,0
"After Payday",500,4000,7.53084658583005,1
"Before Payday",150,1000,7.47539462645849,1
"Before Payday",120,750,7.63415629665057,0
"After Payday",15,200,7.62989981969198,0
"Before Payday",75,300,7.57289147377014,1
"Before Payday",7,2,7.53122373421987,0
"Before Payday",4,6,7.83951158324877,0
"Before Payday",25,2000,7.66077450911204,0
"After Payday",30,80000,7.67173065741857,0
"After Payday",32,81000,7.56998810172081,1
"Before Payday",NA,NA,7.502150674661,1
"After Payday",200,10000,7.57557058334351,0
"After Payday",20,158,7.78477509816488,1
"Before Payday",12,NA,7.64612266421318,0
"After Payday",19,58000,7.7749390800794,0
"After Payday",18,1500,7.34377091129621,1
"Before Payday",180,15000,7.42855970064799,0
"After Payday",40,1000,7.64812108874321,0
"Before Payday",70,1000,7.64912136395772,0
"Before Payday",47,9500,7.48636367917061,1
"Before Payday",23,1,7.34097053607305,0
"Before Payday",240,500,7.45229936639468,0
"Before Payday",391,19000,7.43582104643186,0
"Before Payday",2,1500,7.54582019646962,0
"Before Payday",100,10000,7.59927889704704,1
"After Payday",130,2400,7.8708335061868,0
"After Payday",20,1000,7.32238701979319,0
"After Payday",100,NA,7.49611946940422,1
"Before Payday",65,3000,7.55529974897703,1
"After Payday",200,700,7.56324476003647,0
"Before Payday",1800,94000,7.34105607867241,1
"Before Payday",150,500,7.58378919959068,1
"Before Payday",100,70000,7.43082443873088,0
"Before Payday",17,0,7.38907955090205,1
"Before Payday",50,200,7.71779375274976,0
"Before Payday",300,30000,7.70160302519798,0
"Before Payday",80,NA,7.60957852005959,0
"Before Payday",0,1000,7.52146060268084,0
"After Payday",400,400,6.77783140730351,0
"After Payday",120,82000,7.54362002015114,1
"After Payday",50,700,7.10159407059352,0
"Before Payday",280,900,7.92269215981166,0
"After Payday",40,20000,7.28079249461492,0
"After Payday",500,7800,7.4937772055467,0
"Before Payday",60,250,7.28096869587898,1
"After Payday",200,800,7.48911418517431,1
"Before Payday",1300,2000,7.6218597193559,0
"After Payday",119,17872,7.49541436632474,0
"After Payday",100,100,6.28171300888062,0
"After Payday",15,425,7.63286556800206,1
"Before Payday",285,22000,7.55014438430468,0
"Before Payday",600,15000,7.71876691778501,0
"After Payday",NA,NA,7.74678629636765,0
"After Payday",280,4300,7.58103279272715,0
"After Payday",200,10000,7.57312606771787,0
"Before Payday",40,119,7.66530168056488,1
"After Payday",35,10984,7.60551963249842,0
"Before Payday",200,2000,7.6541298131148,0
"Before Payday",106,12750,7.40945482254028,1
"Before Payday",500,3000,7.45783064762751,0
"After Payday",0,NA,7.93794393539429,0
"After Payday",20,1500,7.56105882922808,0
"Before Payday",0,1500,7.54931176702182,1
"Before Payday",60,1000,7.55090883374214,0
"After Payday",50,700,7.54147550463676,1
"After Payday",125,7000,7.71024110913277,0
"Before Payday",NA,NA,7.66495074828466,1
"After Payday",50,500,8.01882050434748,1
"After Payday",200,1600,7.68057978153229,0
"After Payday",NA,NA,7.87034444014231,1
"Before Payday",20,258,7.5269702176253,1
"After Payday",150,6000,7.73174160718918,0
"Before Payday",2,1500,7.61636779705683,0
"Before Payday",37,256,7.5152840813001,1
"After Payday",2,25,7.68355719248454,0
"After Payday",40,NA,7.47216847538948,1
"Before Payday",15,7000,7.38447410861651,0
"Before Payday",10,13,8.00763895114263,1
"After Payday",100,32000,7.5174738963445,1
"After Payday",0,3000,7.5580660601457,0
"After Payday",200,15000,7.5299323896567,1
"After Payday",60,7500,7.60945257544518,0
"Before Payday",200,1000,7.45217951138814,1
"After Payday",25,100,7.50937823454539,1
"Before Payday",100,2000,7.20736119151115,0
"After Payday",67,6500,7.50673261284828,0
"After Payday",150,2000,7.65720887978872,1
"Before Payday",150,1000,7.5472708940506,0
"Before Payday",70,30000,7.56840350230535,0
"After Payday",50,1000,7.40666042764982,0
"Before Payday",50,100,7.65718335906665,0
"Before Payday",3,250,7.10830575227737,0
"After Payday",11,15500,7.4719459745619,0
"After Payday",15,1800,7.63701390226682,0
"Before Payday",60,300,7.75494266549746,0
"After Payday",10,700,7.70354703068733,1
"After Payday",100,3000,7.54814627766609,0
"After Payday",1500,60000,7.66790795326233,0
"After Payday",25,4855,7.30991026759148,1
"After Payday",NA,NA,7.70208615064621,0
"Before Payday",7,0,7.73630684614182,1
"Before Payday",150,1200,7.70489148298899,0
"After Payday",300,4000,7.32050084074338,1
"After Payday",100,21800,7.74106066425641,1
"Before Payday",50,7000,7.75167963902156,0
"Before Payday",59,23,8.03515692551931,0
"Before Payday",800,16000,7.6580027739207,1
"After Payday",29,775,7.70348531007767,1
"After Payday",100,2000,7.24253173669179,0
"Before Payday",41,5500,7.52598385016123,0
"After Payday",5,20000,7.62982432047526,0
"Before Payday",100,0,7.71967063347499,0
"After Payday",30,1100,7.85349795222282,1
"After Payday",350,16200,7.57758038242658,0
"After Payday",6,6000,7.58241966366768,0
"After Payday",3,500,7.67922514677048,1
"Before Payday",1,3,7.62289638320605,1
"Before Payday",250,1000,7.57372749845187,1
"After Payday",200,4000,7.65395318468412,0
"Before Payday",15,5500,7.46983235081037,0
"Before Payday",30,20000,7.52055191993713,0
"After Payday",400,3500,7.41003249088923,0
"Before Payday",50,0,7.85384300351143,0
"Before Payday",11,700,7.51031281550725,1
"After Payday",375,20000,7.75587726632754,0
"Before Payday",17,8,7.53468812505404,0
"After Payday",42,400,7.34666303793589,1
"After Payday",NA,NA,7.68566271662712,1
"After Payday",24,400,7.85768915216128,1
"Before Payday",120,0,7.37916618585587,0
"Before Payday",150,0,7.56811848282814,1
"After Payday",50,800,7.27712111671766,0
"Before Payday",300,15000,7.52804397543271,1
"Before Payday",250,3000,7.33847493926684,0
"Before Payday",45,1500,5.88719270129998,1
"Before Payday",10,500,7.54664716124535,1
"After Payday",15,3000,7.40583549936612,0
"Before Payday",8,150,7.45206145445506,1
"Before Payday",22,11200,7.76229476928711,0
"Before Payday",200,2000,7.81664462884267,0
"Before Payday",30,1250,7.79941902558009,0
"After Payday",50,2000,7.44008081158002,1
"Before Payday",10,3000,7.45995143055916,0
"After Payday",20,600,7.65968280037244,0
"After Payday",25,3000,7.43321540951729,0
"After Payday",0,NA,7.65867418050766,1
"After Payday",33,5147,7.57340121269226,0
"Before Payday",60,2000,7.50456182161967,1
"Before Payday",31,2000,7.48138174414635,1
"Before Payday",20,200,7.53780756394068,1
"Before Payday",150,500,7.56711268424988,0
"After Payday",3,200,7.6095706820488,1
"After Payday",60,1000,7.70794945955276,0
"Before Payday",5,5,7.78197253743808,0
"Before Payday",NA,NA,7.44475955764453,0
"Before Payday",NA,NA,7.54818184177081,1
"After Payday",1500,800,7.41154622038205,1
"After Payday",0,0,7.39597073197365,0
"Before Payday",125,250,7.59432994325956,1
"After Payday",50,400,7.97160785396894,1
"Before Payday",37,473,7.53572641809781,1
"Before Payday",24,NA,7.8840543627739,1
"After Payday",120,1800,7.77798839410146,0
"Before Payday",4,135,7.79467466473579,0
"After Payday",800,1000,7.30063969890277,1
"After Payday",65,1500,7.516223102808,1
"Before Payday",200,2000,7.23841737707456,0
"After Payday",250,6000,7.74972100059191,0
"Before Payday",7,0,7.53861739238103,0
"Before Payday",NA,NA,7.57927524050077,0
"Before Payday",96,1000,7.68694644172986,0
"Before Payday",75,20000,7.74148123462995,0
"After Payday",60,75000,7.58078164855639,0
"After Payday",20,45000,7.58239054679871,0
"After Payday",275,800,7.33748732010524,0
"Before Payday",40,1000,7.9058140317599,0
"Before Payday",45,47,7.66814077893893,1
"After Payday",45,450,7.5116746822993,1
"Before Payday",281,10100,7.32748192548752,0
"Before Payday",20,300,8.51719284057617,1
"After Payday",50,12000,7.54625424742699,0
"After Payday",10,0,7.78108228246371,1
"Before Payday",4020,4000,7.48515828450521,0
"After Payday",40,4000,7.51064840952555,0
"Before Payday",180,400,7.50666227936745,0
"Before Payday",10,50,7.73997303843498,0
"After Payday",1200,800,7.3047941227754,1
"Before Payday",100,100,7.60260809461276,1
"Before Payday",80,2200,7.70302929480871,0
"After Payday",0,30,7.7328035334746,0
"After Payday",100,50000,7.62881314754486,0
"Before Payday",500,58000,7.65432797869046,0
"After Payday",100,7000,7.5215382874012,0
"Before Payday",0,NA,7.69974554578463,1
"Before Payday",30,100,8.20282724499702,0
"After Payday",300,1000,7.61164456605911,0
"Before Payday",20,300,7.49080458283424,0
"Before Payday",25,800,7.68725354472796,0
"After Payday",20,100,7.50833001732826,0
"Before Payday",250,1000,7.44576481978099,1
"After Payday",850,2300,7.53960690895716,1
"After Payday",10,25,7.56163353721301,0
"After Payday",300,4000,7.64069244265556,1
"Before Payday",15,175,7.54375337560972,1
"Before Payday",0,0,7.68425257007281,0
"After Payday",22,450,7.46061226725578,1
"After Payday",40,3500,7.68241198857625,0
"After Payday",2,100,7.84773072600365,0
"Before Payday",500,0,7.68695522348086,1
"After Payday",50,1500,7.60717200239499,0
"Before Payday",1500,8000,7.78684178988139,0
"Before Payday",0,200,7.75775639216105,0
"After Payday",200,15000,7.45793242255847,0
"Before Payday",60,150,7.37940014402072,0
"After Payday",10,61,7.40912850697835,0
"Before Payday",60,NA,7.37116748094559,0
"After Payday",0,NA,7.45657905936241,1
"Before Payday",400,750,7.45402583479881,1
"After Payday",168,1400,7.81244038542112,1
"Before Payday",125,500,7.57661647597949,0
"After Payday",80,537,7.61376622319221,1
"After Payday",NA,NA,7.79953145980835,0
"After Payday",50,25000,7.49875433246295,0
"After Payday",50,600,7.52883732318878,0
"Before Payday",50,NA,7.85524943470955,1
"After Payday",300,30000,7.75514784455299,1
"Before Payday",240,6000,7.58218311270078,1
"Before Payday",124,525,7.58891578515371,0
"Before Payday",1,87,7.40914226571719,1
"After Payday",600,5500,7.41089414556821,0
"Before Payday",50,500,7.51536476612091,0
"After Payday",10,0,7.15626438458761,0
"After Payday",1000,16000,7.63562524318695,0
"Before Payday",160,4600,5.62610534330209,0
"After Payday",50,0,7.49899405241013,0
"After Payday",30,50,5.38778306543827,1
"Before Payday",100,4000,7.81606303652128,1
"After Payday",360,1093,7.37459549307823,0
"Before Payday",5,3700,7.51638198892276,1
"Before Payday",8,250,7.62585495909055,0
"After Payday",300,600,7.58893411717516,0
"After Payday",2000,4000,7.46536806225777,0
"Before Payday",3,1,7.19546696543694,1
"After Payday",20,1400,7.69183487693469,0
"After Payday",350,1800,7.57968945304553,0
"After Payday",175,800,8.09175087014834,0
"Before Payday",16,11350,7.33570808172226,0
"Before Payday",NA,NA,7.70082278052966,0
"Before Payday",2000,12500,7.69442409276962,1
"Before Payday",86,32000,7.53406858444214,0
"After Payday",NA,NA,7.85131675004959,1
"Before Payday",NA,NA,7.10831935207049,1
"Before Payday",600,13000,7.58545756340027,0
"Before Payday",50,16000,7.6091650724411,0
"Before Payday",1,197,7.54181294639905,1
"Before Payday",150,300,7.28214289744695,0
"Before Payday",NA,NA,7.59192191561063,0
"After Payday",0,26,7.9044005771478,1
"Before Payday",NA,NA,7.36423673232396,0
"Before Payday",1155,86521,7.68528444568316,0
"Before Payday",1,1100,7.50044951836268,0
"Before Payday",150,3000,7.51350151499112,0
"Before Payday",50,3000,7.6188888947169,1
"After Payday",40,8200,7.59250917037328,0
"After Payday",NA,NA,7.60755177338918,0
"Before Payday",29,1600,7.48667253057162,1
"After Payday",45,300,7.44105633099874,1
"Before Payday",360,700,7.44456478953362,0
"Before Payday",25,500,7.57961586117744,0
"After Payday",165,6000,7.19359152515729,0
"After Payday",20,1000,7.607813646396,0
"Before Payday",0,0,7.24716225266457,0
"Before Payday",4,NA,7.62677951653798,0
"Before Payday",200,20000,7.8887802362442,1
"After Payday",250,11645,7.58884157737096,0
"After Payday",650,NA,6.44180445869764,1
"After Payday",28,5,7.28142822782199,0
"After Payday",25,1500,7.73447229464849,0
"After Payday",18,660,8.51719284057617,0
"After Payday",7,100,7.52658957242966,1
"Before Payday",300,8700,7.55220037698746,1
"After Payday",55,3400,7.58511232336362,0
"Before Payday",321,2300,7.56744429469109,0
"After Payday",46,1486,7.81579538186391,1
"Before Payday",NA,NA,7.5819306075573,1
"Before Payday",14,256,7.53853506843249,1
"After Payday",250,2000,7.4316994647185,0
"After Payday",125,1,7.50515942772229,0
"Before Payday",100,3500,7.71048432588577,0
"Before Payday",22,NA,7.65888645251592,0
"Before Payday",3000,60000,7.59149143099785,0
"After Payday",800,1500,7.69647190968196,1
"After Payday",20,1600,7.45605319241683,0
"After Payday",20,525,6.96064292391141,1
"Before Payday",50,500,7.48413063089053,1
"Before Payday",7,400,7.54487417141597,1
"After Payday",1300,2000,7.66360618670781,0
"Before Payday",6,49,7.61239929993947,1
"After Payday",4,125,7.81610153118769,1
"After Payday",200,30000,8.03669570883115,1
"Before Payday",90,500,7.57137001554171,1
"After Payday",20,45,7.47027324636777,0
"Before Payday",NA,NA,6.53387140234311,0
"Before Payday",0,114,7.43384761611621,1
"After Payday",300,6000,7.70590809981028,0
"Before Payday",85,69000,7.85882572333018,0
"Before Payday",200,5000,7.28458752234777,1
"After Payday",10,180,7.63688339789708,0
"After Payday",385,400,7.72811055183411,1
"After Payday",NA,NA,7.86172523101171,1
"Before Payday",30,10,7.99240564306577,0
"Before Payday",280,600,7.24724667270978,1
"After Payday",80,4000,7.41087756554286,0
"After Payday",400,45000,7.81767412026723,0
"Before Payday",100,10,7.64308409889539,1
"After Payday",5,5,7.62814767162005,0
"Before Payday",14,5000,7.44752037525177,0
"After Payday",11,741,7.70363221565882,1
"After Payday",20,650,6.17234721779823,1
"Before Payday",100,500,7.62746454278628,0
"After Payday",20,20,7.40208612879117,1
"After Payday",19,5000,7.79986319939295,0
"Before Payday",5,1500,7.53298305471738,0
"Before Payday",2,1500,7.77925961216291,1
"Before Payday",100,1800,7.57700899243355,1
"Before Payday",100,7000,7.39636799693108,0
"Before Payday",0,0,7.43543747564157,1
"After Payday",100,4000,7.88197303811709,0
"Before Payday",90,NA,7.72679129242897,1
"Before Payday",65,15000,7.43300824364026,0
"After Payday",36,1500,7.67774547139804,1
"Before Payday",210,800,7.40424848596255,0
"After Payday",3000,2800,7.72844070196152,1
"After Payday",105,2350,7.67670822143555,0
"Before Payday",4,5,7.54144434134165,1
"After Payday",26,11000,7.43272277712822,0
"After Payday",150,3000,7.66124586264292,0
"After Payday",60,500,7.7109622557958,1
"After Payday",1500,6600,7.27450297276179,0
"After Payday",15,3000,7.19786393642426,0
"Before Payday",5,176,7.50243046879768,1
"Before Payday",2220,31000,7.75343291958173,0
"After Payday",180,NA,7.4668367467028,0
"After Payday",NA,NA,7.71300734082858,0
"After Payday",1000,2000,7.9416364133358,1
"Before Payday",150,10000,7.53492210308711,0
"Before Payday",NA,NA,6.00045066833496,1
"Before Payday",NA,NA,7.28046725193659,0
"Before Payday",40,300,7.25152535239855,1
"Before Payday",18,7000,7.6869970758756,1
"Before Payday",300,600,8.04966992139816,1
"After Payday",250,4000,7.60557987292608,0
"Before Payday",45,4,8.51719284057617,1
"After Payday",500,NA,7.57203948497772,0
"After Payday",65,300,7.49166533350945,1
"Before Payday",4,2000,7.53883074720701,0
"Before Payday",10,NA,7.88366642594337,1
"Before Payday",25,2000,7.65909993648529,0
"Before Payday",37,4000,7.52246192097664,1
"After Payday",60,200,7.78645071387291,0
"After Payday",16,872,7.70733774701754,0
"Before Payday",600,4000,7.59269155065219,0
"Before Payday",10,200,7.61605375011762,1
"After Payday",60,8000,7.43551291028659,0
"After Payday",175,30000,7.44937835137049,0
"After Payday",4,100,7.66913330554962,0
"Before Payday",10,100,7.59113657474518,1
"After Payday",50,6000,7.60562607645988,0
"After Payday",300,600,7.18918534119924,1
"After Payday",10,35000,7.27312734723091,0
"Before Payday",1200,60000,7.73152354359627,0
"After Payday",57,3500,7.60448841253916,1
"After Payday",125,1000,7.44965038696925,0
"After Payday",24,2000,7.79632248481115,1
"Before Payday",NA,NA,7.51981127262115,1
"Before Payday",300,2000,7.85460318128268,0
"Before Payday",2000,58000,7.53161480029424,0
"Before Payday",25,6000,7.39485089977582,0
"Before Payday",NA,NA,7.4545890490214,0
"Before Payday",50,150,7.7137645483017,0
"Before Payday",25,1000,7.54053607583046,1
"Before Payday",25,300,7.61095673839251,1
"Before Payday",500,30000,7.2750204205513,0
"After Payday",NA,NA,7.66624952356021,0
"After Payday",35,2000,7.66902155677478,0
"Before Payday",500,2500,7.49803174535433,0
"Before Payday",40,500,7.32306695977847,0
"Before Payday",100,3000,7.50020198027293,0
"Before Payday",60,1,7.53667523463567,1
"Before Payday",55,2000,7.38053467869759,0
"After Payday",1000,2500,7.82934509714444,1
"Before Payday",20,6000,7.49235020081202,0
"Before Payday",75,3500,7.74948693315188,0
"Before Payday",1500,3500,7.57711983720462,1
"After Payday",800,84000,7.70889321962992,1
"Before Payday",65,1000,7.36520355939865,0
"Before Payday",70,50,7.83343629042308,1
"Before Payday",25,6500,7.72120440999667,0
"Before Payday",105,1300,7.71719096104304,0
"After Payday",12,41,8.00372552871704,1
"Before Payday",40,NA,7.82535739739736,0
"After Payday",0,7100,7.45376371343931,0
"Before Payday",40,30000,7.28809050718943,0
"Before Payday",3,3000,7.59326506654422,0
"Before Payday",40,300,7.58179610967636,1
"Before Payday",NA,NA,7.78962273399035,0
"Before Payday",7,18000,7.60096328457197,0
"Before Payday",5,1,7.60825918075886,0
"Before Payday",25,NA,7.47415403525035,1
"Before Payday",12,100,7.51477403442065,0
"Before Payday",100,800,7.63351254661878,1
"Before Payday",0,7,7.73602206508319,1
"Before Payday",475,NA,7.63808576265971,0
"Before Payday",NA,NA,7.95024112860362,1
"After Payday",40,160,7.60223457217216,0
"Before Payday",105,80000,7.49470418691635,0
"After Payday",180,3700,7.79565420746803,0
"Before Payday",50,2000,7.50420770049095,0
"After Payday",500,13000,7.72365004817645,1
"Before Payday",150,10000,8.51719284057617,0
"Before Payday",0,100,8.09708301226298,0
"Before Payday",2021,701,7.54600843787193,1
"Before Payday",100,5000,7.49632303913434,1
"Before Payday",50,1050,7.35378510753314,1
"After Payday",30,1700,7.68734059731166,0
"Before Payday",0,850,7.79381480813026,1
"After Payday",43,30000,7.71848387519519,0
"Before Payday",200,2000,7.54076665639877,0
"Before Payday",150,16000,7.34573649366697,0
"After Payday",190,15000,7.6852855583032,0
"After Payday",16,300,7.87550996740659,1
"Before Payday",120,4000,7.42209227879842,0
"After Payday",100,NA,8.22321955859661,1
"After Payday",1000,3000,7.74786736567815,0
"After Payday",150,2500,7.88782940308253,0
"After Payday",50,9000,7.40913970271746,0
"Before Payday",2,75,7.91564933458964,1
"After Payday",50,300,7.71058850487073,0
"Before Payday",22,8993,7.41684331496557,0
"Before Payday",0,210,7.6895513733228,1
"After Payday",20,495,7.71936307350795,1
"After Payday",125,1600,7.52747501929601,0
"Before Payday",1,160,7.34399882952372,0
"Before Payday",70,90000,7.90527027845383,1
"Before Payday",180,600,7.41139204303424,0
"After Payday",300,400,7.76372000575066,1
"After Payday",100,NA,7.69195702672005,1
"After Payday",525,6600,7.82178019483884,0
"After Payday",150,4500,7.74847535292308,1
"Before Payday",50,1000,7.62321871519089,1
"After Payday",50,1000,7.52196699380875,0
"Before Payday",3,249,7.50964285929998,1
"Before Payday",3,23,7.73650929331779,0
"After Payday",60,100,7.4644535779953,0
"Before Payday",50,NA,7.78660944104195,0
"Before Payday",50,3000,7.60008528828621,1
"Before Payday",150,2000,6.87056047358411,0
"After Payday",11,1200,8.14455368121465,1
"Before Payday",20,1200,7.65601087609927,0
"Before Payday",NA,NA,7.60341018438339,1
"After Payday",80,9000,7.42333002885183,0
"After Payday",0,40,7.73421709736188,0
"Before Payday",275,9000,7.73554210861524,0
"After Payday",1,225,7.55400462945302,0
"Before Payday",2,2500,7.3385028342406,1
"After Payday",20,3000,7.55795721297568,1
"Before Payday",500,4000,7.7625673810641,0
"Before Payday",25,10,7.61643601457278,0
"After Payday",5,420,7.78760536511739,1
"After Payday",45,1100,7.49806275963783,0
"Before Payday",180,500,7.61881023645401,0
"Before Payday",5,150,7.47190360228221,0
"After Payday",50,150,7.57017364104589,0
"Before Payday",250,6000,7.52862453460693,0
"After Payday",300,2000,7.63596003254255,0
"After Payday",37,2000,7.60794198513031,0
"Before Payday",10,80,7.41320997476578,1
"After Payday",200,35000,7.49309623241425,0
"After Payday",78,969,7.6990246673425,0
"Before Payday",40,5000,7.56049240628878,0
"Before Payday",20,1500,7.80571650465329,0
"Before Payday",100,20,7.70135828852654,1
"Before Payday",100,5000,7.72525773445765,0
"After Payday",0,2000,7.505293349425,0
"After Payday",65,2000,7.60812784234683,0
"Before Payday",0,NA,6.99313780168692,1
"Before Payday",30,2000,7.47606279452642,1
"After Payday",100,800,7.97623747587204,0
"Before Payday",150,40000,7.54988163709641,0
"After Payday",200,20000,7.58421145876249,0
"After Payday",300,2000,7.47656783461571,0
"After Payday",35,2100,7.66493697961171,0
"After Payday",700,185,7.61246790488561,1
"After Payday",300,29000,7.46755897005399,0
"Before Payday",30,3000,7.31690492232641,1
"Before Payday",NA,NA,7.79348408182462,0
"Before Payday",5,5000,7.45167689522107,1
"After Payday",70,5200,7.36621521910032,0
"After Payday",10,2,7.60710034767787,0
"After Payday",100,10,7.66511291265488,1
